Year,Suburb,Buy Price
2009,BONNIE DOON,182500
2010,BONNIE DOON,210000
2011,BONNIE DOON,211500
2012,BONNIE DOON,260000
2013,BONNIE DOON,250000
2014,BONNIE DOON,275000
2015,BONNIE DOON,290000
2016,BONNIE DOON,290000
2017,BONNIE DOON,312500
2007,BOOLARRA,166500
2008,BOOLARRA,150000
2009,BOOLARRA,172000
2010,BOOLARRA,178000
2011,BOOLARRA,209000
2012,BOOLARRA,190000
2013,BOOLARRA,196500
2014,BOOLARRA,260000
2015,BOOLARRA,212500
2016,BOOLARRA,202500
2017,BOOLARRA,252500
2007,BOORT,122500
2008,BOORT,102500
2009,BOORT,106000
2010,BOORT,157000
2011,BOORT,164000
2012,BOORT,107000
2013,BOORT,157500
2014,BOORT,162500
2015,BOORT,130000
2016,BOORT,200500
2017,BOORT,215000
2007,BORONIA,324000
2008,BORONIA,343000
2009,BORONIA,382000
2010,BORONIA,450000
2011,BORONIA,440000
2012,BORONIA,430000
2013,BORONIA,459500
2014,BORONIA,500500
2015,BORONIA,594000
2016,BORONIA,646000
2017,BORONIA,731500
2007,BOTANIC RIDGE,502500
2008,BOTANIC RIDGE,305000
2009,BOTANIC RIDGE,472500
2010,BOTANIC RIDGE,520000
2011,BOTANIC RIDGE,475000
2012,BOTANIC RIDGE,500000
2013,BOTANIC RIDGE,492000
2014,BOTANIC RIDGE,519000
2015,BOTANIC RIDGE,565000
2016,BOTANIC RIDGE,600000
2017,BOTANIC RIDGE,710000
2007,BOX HILL,683000
2008,BOX HILL,755000
2009,BOX HILL,780000
2010,BOX HILL,874000
2011,BOX HILL,975000
2012,BOX HILL,845000
2013,BOX HILL,860000
2014,BOX HILL,1065000
2015,BOX HILL,1350000
2016,BOX HILL,1412000
2017,BOX HILL,1760000
2007,BOX HILL NORTH,549500
2008,BOX HILL NORTH,568000
2009,BOX HILL NORTH,605000
2010,BOX HILL NORTH,726000
2011,BOX HILL NORTH,678000
2012,BOX HILL NORTH,648500
2013,BOX HILL NORTH,745500
2014,BOX HILL NORTH,857500
2015,BOX HILL NORTH,1060000
2016,BOX HILL NORTH,1140000
2017,BOX HILL NORTH,1339500
2007,BOX HILL SOUTH,575500
2008,BOX HILL SOUTH,587000
2009,BOX HILL SOUTH,601000
2010,BOX HILL SOUTH,821000
2011,BOX HILL SOUTH,770000
2012,BOX HILL SOUTH,715000
2013,BOX HILL SOUTH,785000
2014,BOX HILL SOUTH,910000
2015,BOX HILL SOUTH,1153000
2016,BOX HILL SOUTH,1255000
2017,BOX HILL SOUTH,1404000
2007,BRAYBROOK,283000
2008,BRAYBROOK,345000
2009,BRAYBROOK,375000
2010,BRAYBROOK,460000
2011,BRAYBROOK,443000
2012,BRAYBROOK,396000
2013,BRAYBROOK,424000
2014,BRAYBROOK,479500
2015,BRAYBROOK,550000
2016,BRAYBROOK,630000
2017,BRAYBROOK,730000
2007,BREAKWATER,200000
2008,BREAKWATER,210000
2009,BREAKWATER,220000
2010,BREAKWATER,251500
2011,BREAKWATER,252500
2012,BREAKWATER,242500
2013,BREAKWATER,255000
2014,BREAKWATER,251500
2015,BREAKWATER,267500
2016,BREAKWATER,277500
2017,BREAKWATER,335000
2007,BRIAR HILL,383500
2008,BRIAR HILL,410000
2009,BRIAR HILL,450000
2010,BRIAR HILL,580000
2011,BRIAR HILL,545500
2012,BRIAR HILL,541000
2013,BRIAR HILL,572500
2014,BRIAR HILL,627000
2015,BRIAR HILL,680000
2016,BRIAR HILL,722000
2017,BRIAR HILL,831500
2007,BRIGHT,265000
2008,BRIGHT,240000
2009,BRIGHT,297500
2010,BRIGHT,311500
2011,BRIGHT,335000
2012,BRIGHT,340000
2013,BRIGHT,325000
2014,BRIGHT,349000
2015,BRIGHT,395000
2016,BRIGHT,425000
2017,BRIGHT,492500
2007,BRIGHTON,1650000
2008,BRIGHTON,1561000
2009,BRIGHTON,1700000
2010,BRIGHTON,1810000
2011,BRIGHTON,1730000
2012,BRIGHTON,1789500
2013,BRIGHTON,1800000
2014,BRIGHTON,1940000
2015,BRIGHTON,2300000
2016,BRIGHTON,2750000
2017,BRIGHTON,2830000
2007,BRIGHTON EAST,960000
2008,BRIGHTON EAST,990000
2009,BRIGHTON EAST,1071000
2010,BRIGHTON EAST,1255000
2011,BRIGHTON EAST,1100000
2012,BRIGHTON EAST,1073000
2013,BRIGHTON EAST,1230000
2014,BRIGHTON EAST,1300000
2015,BRIGHTON EAST,1600000
2016,BRIGHTON EAST,1750000
2017,BRIGHTON EAST,1880000
2007,BROADFORD,210000
2008,BROADFORD,210000
2009,BROADFORD,223000
2010,BROADFORD,250000
2011,BROADFORD,259500
2012,BROADFORD,268500
2013,BROADFORD,291000
2014,BROADFORD,267000
2015,BROADFORD,270000
2016,BROADFORD,287500
2017,BROADFORD,330000
2007,BROADMEADOWS,225000
2008,BROADMEADOWS,270000
2009,BROADMEADOWS,320000
2010,BROADMEADOWS,390000
2011,BROADMEADOWS,357000
2012,BROADMEADOWS,320000
2013,BROADMEADOWS,325000
2014,BROADMEADOWS,345500
2015,BROADMEADOWS,370500
2016,BROADMEADOWS,416500
2017,BROADMEADOWS,545000
2007,BROOKFIELD,264000
2008,BROOKFIELD,277500
2009,BROOKFIELD,307500
2010,BROOKFIELD,333500
2011,BROOKFIELD,341000
2012,BROOKFIELD,332000
2013,BROOKFIELD,330000
2014,BROOKFIELD,350500
2015,BROOKFIELD,340000
2016,BROOKFIELD,360000
2017,BROOKFIELD,423000
2007,BROOKLYN,318500
2008,BROOKLYN,400000
2009,BROOKLYN,411500
2010,BROOKLYN,486500
2011,BROOKLYN,490500
2012,BROOKLYN,470000
2013,BROOKLYN,491000
2014,BROOKLYN,540000
2015,BROOKLYN,602000
2016,BROOKLYN,700500
2017,BROOKLYN,810000
2007,BROWN HILL,197000
2008,BROWN HILL,200000
2009,BROWN HILL,228000
2010,BROWN HILL,261000
2011,BROWN HILL,258500
2012,BROWN HILL,300000
2013,BROWN HILL,310000
2014,BROWN HILL,281500
2015,BROWN HILL,270000
2016,BROWN HILL,336000
2017,BROWN HILL,357500
2007,BRUNSWICK,528500
2008,BRUNSWICK,545500
2009,BRUNSWICK,610000
2010,BRUNSWICK,710000
2011,BRUNSWICK,670000
2012,BRUNSWICK,675000
2013,BRUNSWICK,750000
2014,BRUNSWICK,812500
2015,BRUNSWICK,860000
2016,BRUNSWICK,976000
2017,BRUNSWICK,1204000
2007,BRUNSWICK EAST,510000
2008,BRUNSWICK EAST,575000
2009,BRUNSWICK EAST,635000
2010,BRUNSWICK EAST,700000
2011,BRUNSWICK EAST,700000
2012,BRUNSWICK EAST,711000
2013,BRUNSWICK EAST,767000
2014,BRUNSWICK EAST,819500
2015,BRUNSWICK EAST,888000
2016,BRUNSWICK EAST,998000
2017,BRUNSWICK EAST,1165000
2007,BRUNSWICK WEST,565500
2008,BRUNSWICK WEST,550000
2009,BRUNSWICK WEST,601000
2010,BRUNSWICK WEST,728000
2011,BRUNSWICK WEST,701500
2012,BRUNSWICK WEST,685000
2013,BRUNSWICK WEST,747500
2014,BRUNSWICK WEST,790000
2015,BRUNSWICK WEST,863000
2016,BRUNSWICK WEST,1060000
2017,BRUNSWICK WEST,1180000
2007,BULLEEN,593000
2008,BULLEEN,640000
2009,BULLEEN,640000
2010,BULLEEN,728000
2011,BULLEEN,722500
2012,BULLEEN,707000
2013,BULLEEN,780000
2014,BULLEEN,861000
2015,BULLEEN,1095000
2016,BULLEEN,1170000
2017,BULLEEN,1300000
2007,BUNDALONG,350000
2008,BUNDALONG,305000
2009,BUNDALONG,430000
2010,BUNDALONG,390000
2011,BUNDALONG,500000
2012,BUNDALONG,385000
2013,BUNDALONG,337500
2014,BUNDALONG,336500
2015,BUNDALONG,372500
2016,BUNDALONG,425000
2017,BUNDALONG,363000
2007,BUNDOORA,360000
2008,BUNDOORA,382000
2009,BUNDOORA,413500
2010,BUNDOORA,500000
2011,BUNDOORA,490000
2012,BUNDOORA,483000
2013,BUNDOORA,530000
2014,BUNDOORA,553500
2015,BUNDOORA,600000
2016,BUNDOORA,650000
2017,BUNDOORA,752500
2007,BUNINYONG,229000
2008,BUNINYONG,247500
2009,BUNINYONG,270000
2010,BUNINYONG,322500
2011,BUNINYONG,307500
2012,BUNINYONG,376500
2013,BUNINYONG,349000
2014,BUNINYONG,385000
2015,BUNINYONG,359000
2016,BUNINYONG,371000
2017,BUNINYONG,467500
2007,BUNYIP,275000
2008,BUNYIP,280000
2009,BUNYIP,282500
2010,BUNYIP,290000
2011,BUNYIP,342500
2012,BUNYIP,342500
2013,BUNYIP,332500
2014,BUNYIP,325000
2015,BUNYIP,420000
2016,BUNYIP,357500
2017,BUNYIP,440000
2007,BURNLEY,592500
2008,BURNLEY,552000
2009,BURNLEY,731000
2010,BURNLEY,800000
2011,BURNLEY,810000
2012,BURNLEY,800000
2013,BURNLEY,836000
2014,BURNLEY,1100000
2015,BURNLEY,999000
2016,BURNLEY,1215000
2017,BURNLEY,1405000
2007,BURNSIDE,285000
2008,BURNSIDE,310000
2009,BURNSIDE,345000
2010,BURNSIDE,395000
2011,BURNSIDE,410000
2012,BURNSIDE,385000
2013,BURNSIDE,390000
2014,BURNSIDE,401000
2015,BURNSIDE,415000
2016,BURNSIDE,518500
2017,BURNSIDE,595000
2007,BURNSIDE HEIGHTS,305000
2008,BURNSIDE HEIGHTS,320000
2009,BURNSIDE HEIGHTS,350000
2010,BURNSIDE HEIGHTS,405000
2011,BURNSIDE HEIGHTS,405000
2012,BURNSIDE HEIGHTS,420000
2013,BURNSIDE HEIGHTS,427000
2014,BURNSIDE HEIGHTS,442500
2015,BURNSIDE HEIGHTS,460000
2016,BURNSIDE HEIGHTS,522000
2017,BURNSIDE HEIGHTS,590000
2007,BURWOOD,610000
2008,BURWOOD,652000
2009,BURWOOD,675000
2010,BURWOOD,778000
2011,BURWOOD,799000
2012,BURWOOD,765000
2013,BURWOOD,780000
2014,BURWOOD,923000
2015,BURWOOD,1189000
2016,BURWOOD,1219000
2017,BURWOOD,1370000
2007,BURWOOD EAST,500000
2008,BURWOOD EAST,513000
2009,BURWOOD EAST,570000
2010,BURWOOD EAST,678000
2011,BURWOOD EAST,630000
2012,BURWOOD EAST,617000
2013,BURWOOD EAST,685500
2014,BURWOOD EAST,781000
2015,BURWOOD EAST,982500
2016,BURWOOD EAST,1021000
2017,BURWOOD EAST,1115000
2007,CAIRNLEA,327000
2008,CAIRNLEA,360000
2009,CAIRNLEA,390000
2010,CAIRNLEA,463000
2011,CAIRNLEA,478500
2012,CAIRNLEA,440000
2013,CAIRNLEA,480000
2014,CAIRNLEA,545000
2015,CAIRNLEA,540000
2016,CAIRNLEA,608500
2017,CAIRNLEA,710000
2007,CALIFORNIA GULLY,178000
2008,CALIFORNIA GULLY,197000
2009,CALIFORNIA GULLY,209000
2010,CALIFORNIA GULLY,209500
2011,CALIFORNIA GULLY,240000
2012,CALIFORNIA GULLY,255000
2013,CALIFORNIA GULLY,252500
2014,CALIFORNIA GULLY,262000
2015,CALIFORNIA GULLY,256500
2016,CALIFORNIA GULLY,255000
2017,CALIFORNIA GULLY,252500
2007,CAMBERWELL,1050000
2008,CAMBERWELL,1013500
2009,CAMBERWELL,1157000
2010,CAMBERWELL,1342500
2011,CAMBERWELL,1322000
2012,CAMBERWELL,1300000
2013,CAMBERWELL,1381000
2014,CAMBERWELL,1650000
2015,CAMBERWELL,1905500
2016,CAMBERWELL,2085000
2017,CAMBERWELL,2295000
2007,CAMPBELLFIELD,264000
2008,CAMPBELLFIELD,286000
2009,CAMPBELLFIELD,320000
2010,CAMPBELLFIELD,385000
2011,CAMPBELLFIELD,360000
2012,CAMPBELLFIELD,330000
2013,CAMPBELLFIELD,330000
2014,CAMPBELLFIELD,338000
2015,CAMPBELLFIELD,375000
2016,CAMPBELLFIELD,420000
2017,CAMPBELLFIELD,501000
2007,CAMPBELLS CREEK,210000
2008,CAMPBELLS CREEK,226500
2009,CAMPBELLS CREEK,247500
2010,CAMPBELLS CREEK,316000
2011,CAMPBELLS CREEK,340000
2012,CAMPBELLS CREEK,343500
2013,CAMPBELLS CREEK,382000
2014,CAMPBELLS CREEK,352500
2015,CAMPBELLS CREEK,387500
2016,CAMPBELLS CREEK,426500
2017,CAMPBELLS CREEK,380000
2007,CAMPERDOWN,188500
2008,CAMPERDOWN,180000
2009,CAMPERDOWN,177500
2010,CAMPERDOWN,185000
2011,CAMPERDOWN,180000
2012,CAMPERDOWN,183500
2013,CAMPERDOWN,220000
2014,CAMPERDOWN,185000
2015,CAMPERDOWN,216500
2016,CAMPERDOWN,217500
2017,CAMPERDOWN,240000
2007,CANADIAN,233500
2008,CANADIAN,254500
2009,CANADIAN,251000
2010,CANADIAN,291500
2011,CANADIAN,298000
2012,CANADIAN,290500
2013,CANADIAN,325000
2014,CANADIAN,297000
2015,CANADIAN,345000
2016,CANADIAN,339000
2017,CANADIAN,330000
2007,CANTERBURY,1595000
2008,CANTERBURY,1605000
2009,CANTERBURY,1680000
2010,CANTERBURY,1827500
2011,CANTERBURY,1730000
2012,CANTERBURY,1790000
2013,CANTERBURY,1932500
2014,CANTERBURY,2100000
2015,CANTERBURY,2523000
2016,CANTERBURY,2630000
2017,CANTERBURY,3051000
2007,CAPE PATERSON,270000
2008,CAPE PATERSON,300000
2009,CAPE PATERSON,312000
2010,CAPE PATERSON,332500
2011,CAPE PATERSON,420000
2012,CAPE PATERSON,348000
2013,CAPE PATERSON,337000
2014,CAPE PATERSON,332000
2015,CAPE PATERSON,350000
2016,CAPE PATERSON,358000
2017,CAPE PATERSON,407500
2007,CAPE SCHANCK,379000
2008,CAPE SCHANCK,380000
2009,CAPE SCHANCK,520000
2010,CAPE SCHANCK,545000
2011,CAPE SCHANCK,477500
2012,CAPE SCHANCK,655000
2013,CAPE SCHANCK,620000
2014,CAPE SCHANCK,557500
2015,CAPE SCHANCK,655000
2016,CAPE SCHANCK,667500
2017,CAPE SCHANCK,972500
2007,CAPEL SOUND,270000
2008,CAPEL SOUND,291500
2009,CAPEL SOUND,307500
2010,CAPEL SOUND,355000
2011,CAPEL SOUND,375000
2012,CAPEL SOUND,330000
2013,CAPEL SOUND,350000
2014,CAPEL SOUND,366000
2015,CAPEL SOUND,390000
2016,CAPEL SOUND,447000
2017,CAPEL SOUND,546000
2007,CARDIGAN,-
2008,CARDIGAN,-
2009,CARDIGAN,-
2010,CARDIGAN,-
2011,CARDIGAN,-
2012,CARDIGAN,-
2013,CARDIGAN,177500
2014,CARDIGAN,216500
2015,CARDIGAN,233500
2016,CARDIGAN,225000
2017,CARDIGAN,240000
2007,CARDIGAN VILLAGE,185000
2008,CARDIGAN VILLAGE,293500
2009,CARDIGAN VILLAGE,223500
2010,CARDIGAN VILLAGE,328500
2011,CARDIGAN VILLAGE,280000
2012,CARDIGAN VILLAGE,362000
2013,CARDIGAN VILLAGE,312500
2014,CARDIGAN VILLAGE,265000
2015,CARDIGAN VILLAGE,415000
2016,CARDIGAN VILLAGE,446000
2017,CARDIGAN VILLAGE,407500
2007,CARISBROOK,145000
2008,CARISBROOK,150000
2009,CARISBROOK,151000
2010,CARISBROOK,205500
2011,CARISBROOK,134500
2012,CARISBROOK,192500
2013,CARISBROOK,218500
2014,CARISBROOK,238500
2015,CARISBROOK,200000
2016,CARISBROOK,200000
2017,CARISBROOK,240000
2007,CARLTON,818500
2008,CARLTON,776500
2009,CARLTON,800000
2010,CARLTON,900000
2011,CARLTON,1050000
2012,CARLTON,860500
2013,CARLTON,1002500
2014,CARLTON,1012500
2015,CARLTON,1219500
2016,CARLTON,1577000
2017,CARLTON,1477500
2007,CARLTON NORTH,735000
2008,CARLTON NORTH,715000
2009,CARLTON NORTH,785000
2010,CARLTON NORTH,930000
2011,CARLTON NORTH,833000
2012,CARLTON NORTH,940000
2013,CARLTON NORTH,890500
2014,CARLTON NORTH,1095000
2015,CARLTON NORTH,1177500
2016,CARLTON NORTH,1360000
2017,CARLTON NORTH,1628000
2007,CARNEGIE,725500
2008,CARNEGIE,730000
2009,CARNEGIE,787500
2010,CARNEGIE,880000
2011,CARNEGIE,907500
2012,CARNEGIE,845000
2013,CARNEGIE,865000
2014,CARNEGIE,1007500
2015,CARNEGIE,1300000
2016,CARNEGIE,1348500
2017,CARNEGIE,1502500
2007,CAROLINE SPRINGS,310000
2008,CAROLINE SPRINGS,325000
2009,CAROLINE SPRINGS,365000
2010,CAROLINE SPRINGS,407500
2011,CAROLINE SPRINGS,420000
2012,CAROLINE SPRINGS,427500
2013,CAROLINE SPRINGS,435000
2014,CAROLINE SPRINGS,460000
2015,CAROLINE SPRINGS,480000
2016,CAROLINE SPRINGS,530000
2017,CAROLINE SPRINGS,610000
2007,CARRUM,380000
2008,CARRUM,450000
2009,CARRUM,435000
2010,CARRUM,500000
2011,CARRUM,492500
2012,CARRUM,499000
2013,CARRUM,510000
2014,CARRUM,536000
2015,CARRUM,611000
2016,CARRUM,750000
2017,CARRUM,835500
2007,CARRUM DOWNS,256500
2008,CARRUM DOWNS,275000
2009,CARRUM DOWNS,298000
2010,CARRUM DOWNS,330000
2011,CARRUM DOWNS,345000
2012,CARRUM DOWNS,334000
2013,CARRUM DOWNS,330000
2014,CARRUM DOWNS,346000
2015,CARRUM DOWNS,370000
2016,CARRUM DOWNS,430000
2017,CARRUM DOWNS,532000
2007,CASTERTON,93000
2008,CASTERTON,115000
2009,CASTERTON,101500
2010,CASTERTON,117500
2011,CASTERTON,106500
2012,CASTERTON,110000
2013,CASTERTON,97500
2014,CASTERTON,99000
2015,CASTERTON,100000
2016,CASTERTON,126500
2017,CASTERTON,142000
2007,CASTLEMAINE,219500
2008,CASTLEMAINE,245000
2009,CASTLEMAINE,255000
2010,CASTLEMAINE,300000
2011,CASTLEMAINE,322500
2012,CASTLEMAINE,338000
2013,CASTLEMAINE,372500
2014,CASTLEMAINE,369500
2015,CASTLEMAINE,380000
2016,CASTLEMAINE,410000
2017,CASTLEMAINE,435000
2007,CAULFIELD,912500
2008,CAULFIELD,920500
2009,CAULFIELD,945000
2010,CAULFIELD,1180000
2011,CAULFIELD,1150000
2012,CAULFIELD,1085000
2013,CAULFIELD,1172500
2014,CAULFIELD,1322000
2015,CAULFIELD,1650000
2016,CAULFIELD,1726000
2017,CAULFIELD,1859000
2007,CAULFIELD EAST,722500
2008,CAULFIELD EAST,742000
2009,CAULFIELD EAST,855000
2010,CAULFIELD EAST,866000
2011,CAULFIELD EAST,760000
2012,CAULFIELD EAST,750000
2013,CAULFIELD EAST,845000
2014,CAULFIELD EAST,1168000
2015,CAULFIELD EAST,1167500
2016,CAULFIELD EAST,1300000
2017,CAULFIELD EAST,1500000
2007,CAULFIELD NORTH,1125000
2008,CAULFIELD NORTH,1175000
2009,CAULFIELD NORTH,1197500
2010,CAULFIELD NORTH,1420000
2011,CAULFIELD NORTH,1350000
2012,CAULFIELD NORTH,1330000
2013,CAULFIELD NORTH,1410000
2014,CAULFIELD NORTH,1480000
2015,CAULFIELD NORTH,1867500
2016,CAULFIELD NORTH,2172500
2017,CAULFIELD NORTH,2260000
2007,CAULFIELD SOUTH,850000
2008,CAULFIELD SOUTH,820500
2009,CAULFIELD SOUTH,850000
2010,CAULFIELD SOUTH,1007500
2011,CAULFIELD SOUTH,930000
2012,CAULFIELD SOUTH,890000
2013,CAULFIELD SOUTH,1050000
2014,CAULFIELD SOUTH,1200000
2015,CAULFIELD SOUTH,1385000
2016,CAULFIELD SOUTH,1520000
2017,CAULFIELD SOUTH,1681500
2007,CHADSTONE,497500
2008,CHADSTONE,550000
2009,CHADSTONE,570000
2010,CHADSTONE,670500
2011,CHADSTONE,625000
2012,CHADSTONE,595000
2013,CHADSTONE,719000
2014,CHADSTONE,821000
2015,CHADSTONE,915000
2016,CHADSTONE,1001000
2017,CHADSTONE,1131000
2007,CHARLTON,100000
2008,CHARLTON,129000
2009,CHARLTON,89000
2010,CHARLTON,125000
2011,CHARLTON,117000
2012,CHARLTON,123000
2013,CHARLTON,120000
2014,CHARLTON,131000
2015,CHARLTON,179500
2016,CHARLTON,160000
2017,CHARLTON,136000
2007,CHELSEA,422000
2008,CHELSEA,441000
2009,CHELSEA,483000
2010,CHELSEA,585500
2011,CHELSEA,525000
2012,CHELSEA,545000
2013,CHELSEA,580000
2014,CHELSEA,580000
2015,CHELSEA,730000
2016,CHELSEA,890000
2017,CHELSEA,930000
2007,CHELSEA HEIGHTS,357500
2008,CHELSEA HEIGHTS,385000
2009,CHELSEA HEIGHTS,405500
2010,CHELSEA HEIGHTS,445000
2011,CHELSEA HEIGHTS,454000
2012,CHELSEA HEIGHTS,440000
2013,CHELSEA HEIGHTS,465000
2014,CHELSEA HEIGHTS,513000
2015,CHELSEA HEIGHTS,598000
2016,CHELSEA HEIGHTS,641000
2017,CHELSEA HEIGHTS,750000
2007,CHELTENHAM,523000
2008,CHELTENHAM,590000
2009,CHELTENHAM,595500
2010,CHELTENHAM,696000
2011,CHELTENHAM,644000
2012,CHELTENHAM,635500
2013,CHELTENHAM,695000
2014,CHELTENHAM,775000
2015,CHELTENHAM,861500
2016,CHELTENHAM,957000
2017,CHELTENHAM,1171000
2007,CHELTENHAM EAST,468000
2008,CHELTENHAM EAST,501500
2009,CHELTENHAM EAST,533000
2010,CHELTENHAM EAST,630000
2011,CHELTENHAM EAST,580000
2012,CHELTENHAM EAST,545000
2013,CHELTENHAM EAST,600000
2014,CHELTENHAM EAST,670000
2015,CHELTENHAM EAST,770000
2016,CHELTENHAM EAST,867500
2017,CHELTENHAM EAST,975000
2007,CHELTENHAM NORTH,490000
2008,CHELTENHAM NORTH,530000
2009,CHELTENHAM NORTH,550000
2010,CHELTENHAM NORTH,651000
2011,CHELTENHAM NORTH,581500
2012,CHELTENHAM NORTH,570000
2013,CHELTENHAM NORTH,584000
2014,CHELTENHAM NORTH,662000
2015,CHELTENHAM NORTH,750000
2016,CHELTENHAM NORTH,900000
2017,CHELTENHAM NORTH,1021500
2007,CHEWTON,222500
2008,CHEWTON,175000
2009,CHEWTON,220000
2010,CHEWTON,258000
2011,CHEWTON,255000
2012,CHEWTON,230500
2013,CHEWTON,312500
2014,CHEWTON,296000
2015,CHEWTON,369000
2016,CHEWTON,403500
2017,CHEWTON,316000
2007,CHILTERN,177500
2008,CHILTERN,179000
2009,CHILTERN,227000
2010,CHILTERN,189000
2011,CHILTERN,202000
2012,CHILTERN,208000
2013,CHILTERN,171500
2014,CHILTERN,187500
2015,CHILTERN,220000
2016,CHILTERN,250000
2017,CHILTERN,238500
2007,CHIRNSIDE PARK,355000
2008,CHIRNSIDE PARK,370000
2009,CHIRNSIDE PARK,406000
2010,CHIRNSIDE PARK,449500
2011,CHIRNSIDE PARK,464000
2012,CHIRNSIDE PARK,435500
2013,CHIRNSIDE PARK,450000
2014,CHIRNSIDE PARK,490000
2015,CHIRNSIDE PARK,550000
2016,CHIRNSIDE PARK,627000
2017,CHIRNSIDE PARK,735000
2007,CHURCHILL,130000
2008,CHURCHILL,137500
2009,CHURCHILL,150000
2010,CHURCHILL,172000
2011,CHURCHILL,170000
2012,CHURCHILL,176500
2013,CHURCHILL,182500
2014,CHURCHILL,175000
2015,CHURCHILL,172500
2016,CHURCHILL,182000
2017,CHURCHILL,175000
2007,CLARINDA,390500
2008,CLARINDA,448500
2009,CLARINDA,476000
2010,CLARINDA,530000
2011,CLARINDA,530000
2012,CLARINDA,475500
2013,CLARINDA,525000
2014,CLARINDA,606500
2015,CLARINDA,682500
2016,CLARINDA,751000
2017,CLARINDA,866000
2007,CLAYTON,438500
2008,CLAYTON,515000
2009,CLAYTON,565000
2010,CLAYTON,650000
2011,CLAYTON,613000
2012,CLAYTON,572500
2013,CLAYTON,643000
2014,CLAYTON,747500
2015,CLAYTON,967500
2016,CLAYTON,1024500
2017,CLAYTON,1277500
2007,CLAYTON NORTH,502000
2008,CLAYTON NORTH,600000
2009,CLAYTON NORTH,580000
2010,CLAYTON NORTH,745500
2011,CLAYTON NORTH,635000
2012,CLAYTON NORTH,642500
2013,CLAYTON NORTH,680000
2014,CLAYTON NORTH,850000
2015,CLAYTON NORTH,1070000
2016,CLAYTON NORTH,1080500
2017,CLAYTON NORTH,1225000
2007,CLAYTON SOUTH,380000
2008,CLAYTON SOUTH,424000
2009,CLAYTON SOUTH,463000
2010,CLAYTON SOUTH,551000
2011,CLAYTON SOUTH,511000
2012,CLAYTON SOUTH,470500
2013,CLAYTON SOUTH,522500
2014,CLAYTON SOUTH,580000
2015,CLAYTON SOUTH,690000
2016,CLAYTON SOUTH,781500
2017,CLAYTON SOUTH,861500
2007,CLIFTON HILL,695000
2008,CLIFTON HILL,670000
2009,CLIFTON HILL,735000
2010,CLIFTON HILL,822500
2011,CLIFTON HILL,780000
2012,CLIFTON HILL,801500
2013,CLIFTON HILL,865000
2014,CLIFTON HILL,965000
2015,CLIFTON HILL,1085000
2016,CLIFTON HILL,1220000
2017,CLIFTON HILL,1390000
2007,CLIFTON SPRINGS,259500
2008,CLIFTON SPRINGS,265000
2009,CLIFTON SPRINGS,278500
2010,CLIFTON SPRINGS,318000
2011,CLIFTON SPRINGS,340000
2012,CLIFTON SPRINGS,325000
2013,CLIFTON SPRINGS,335500
2014,CLIFTON SPRINGS,342000
2015,CLIFTON SPRINGS,345000
2016,CLIFTON SPRINGS,365000
2017,CLIFTON SPRINGS,417500
2007,CLUNES,165000
2008,CLUNES,163000
2009,CLUNES,164000
2010,CLUNES,187500
2011,CLUNES,199000
2012,CLUNES,196500
2013,CLUNES,219000
2014,CLUNES,237500
2015,CLUNES,245000
2016,CLUNES,255000
2017,CLUNES,230500
2007,CLYDE,285000
2008,CLYDE,340000
2009,CLYDE,340000
2010,CLYDE,361500
2011,CLYDE,515000
2012,CLYDE,272500
2013,CLYDE,397000
2014,CLYDE,406000
2015,CLYDE,397000
2016,CLYDE,435000
2017,CLYDE,476000
2007,CLYDE NORTH,-
2008,CLYDE NORTH,-
2009,CLYDE NORTH,-
2010,CLYDE NORTH,-
2011,CLYDE NORTH,300000
2012,CLYDE NORTH,395000
2013,CLYDE NORTH,409000
2014,CLYDE NORTH,380000
2015,CLYDE NORTH,410000
2016,CLYDE NORTH,495000
2017,CLYDE NORTH,565000
2007,COBBLEBANK,-
2008,COBBLEBANK,-
2009,COBBLEBANK,-
2010,COBBLEBANK,-
2011,COBBLEBANK,-
2012,COBBLEBANK,158000
2013,COBBLEBANK,335500
2014,COBBLEBANK,323000
2015,COBBLEBANK,318000
2016,COBBLEBANK,324000
2017,COBBLEBANK,372000
2007,COBDEN,170000
2008,COBDEN,180000
2009,COBDEN,180000
2010,COBDEN,210000
2011,COBDEN,200000
2012,COBDEN,186500
2013,COBDEN,162500
2014,COBDEN,145000
2015,COBDEN,178500
2016,COBDEN,177000
2017,COBDEN,257500
2007,COBRAM,220000
2008,COBRAM,225000
2009,COBRAM,225000
2010,COBRAM,213500
2011,COBRAM,205000
2012,COBRAM,220000
2013,COBRAM,218500
2014,COBRAM,230000
2015,COBRAM,236000
2016,COBRAM,265000
2017,COBRAM,257500
2007,COBURG,475000
2008,COBURG,513500
2009,COBURG,535500
2010,COBURG,640000
2011,COBURG,611000
2012,COBURG,594000
2013,COBURG,633000
2014,COBURG,710000
2015,COBURG,778000
2016,COBURG,876000
2017,COBURG,1000000
2007,COBURG EAST,390000
2008,COBURG EAST,391500
2009,COBURG EAST,469000
2010,COBURG EAST,541500
2011,COBURG EAST,510000
2012,COBURG EAST,466500
2013,COBURG EAST,561000
2014,COBURG EAST,597500
2015,COBURG EAST,675000
2016,COBURG EAST,765000
2017,COBURG EAST,865000
2007,COBURG NORTH,374500
2008,COBURG NORTH,424000
2009,COBURG NORTH,455000
2010,COBURG NORTH,533000
